frame.number	frame.time	frame.time_relative	ip.proto	ip.src	udp.srcport	tcp.srcport	ip.dst	udp.dstport	tcp.dstport	frame.len
5033	Apr 25, 2006 05:58:56.449297000 CDT	1.824932000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5034	Apr 25, 2006 05:58:56.449488000 CDT	1.825123000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5035	Apr 25, 2006 05:58:56.449685000 CDT	1.825320000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5036	Apr 25, 2006 05:58:56.449887000 CDT	1.825522000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5037	Apr 25, 2006 05:58:56.450017000 CDT	1.825652000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5038	Apr 25, 2006 05:58:56.450166000 CDT	1.825801000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5039	Apr 25, 2006 05:58:56.450353000 CDT	1.825988000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5040	Apr 25, 2006 05:58:56.450566000 CDT	1.826201000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5041	Apr 25, 2006 05:58:56.450748000 CDT	1.826383000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5042	Apr 25, 2006 05:58:56.450906000 CDT	1.826541000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5043	Apr 25, 2006 05:58:56.451082000 CDT	1.826717000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5044	Apr 25, 2006 05:58:56.451290000 CDT	1.826925000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5045	Apr 25, 2006 05:58:56.451455000 CDT	1.827090000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5046	Apr 25, 2006 05:58:56.451630000 CDT	1.827265000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5047	Apr 25, 2006 05:58:56.451816000 CDT	1.827451000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5048	Apr 25, 2006 05:58:56.452007000 CDT	1.827642000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5049	Apr 25, 2006 05:58:56.452199000 CDT	1.827834000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5050	Apr 25, 2006 05:58:56.452401000 CDT	1.828036000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5051	Apr 25, 2006 05:58:56.452582000 CDT	1.828217000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5052	Apr 25, 2006 05:58:56.452731000 CDT	1.828366000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5053	Apr 25, 2006 05:58:56.452927000 CDT	1.828562000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5054	Apr 25, 2006 05:58:56.453130000 CDT	1.828765000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5055	Apr 25, 2006 05:58:56.453326000 CDT	1.828961000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5056	Apr 25, 2006 05:58:56.453512000 CDT	1.829147000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5057	Apr 25, 2006 05:58:56.453734000 CDT	1.829369000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5058	Apr 25, 2006 05:58:56.453953000 CDT	1.829588000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5059	Apr 25, 2006 05:58:56.454174000 CDT	1.829809000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5060	Apr 25, 2006 05:58:56.454380000 CDT	1.830015000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5061	Apr 25, 2006 05:58:56.454601000 CDT	1.830236000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5062	Apr 25, 2006 05:58:56.454821000 CDT	1.830456000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5063	Apr 25, 2006 05:58:56.455041000 CDT	1.830676000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5064	Apr 25, 2006 05:58:56.455260000 CDT	1.830895000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5065	Apr 25, 2006 05:58:56.455481000 CDT	1.831116000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5066	Apr 25, 2006 05:58:56.455701000 CDT	1.831336000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5067	Apr 25, 2006 05:58:56.455826000 CDT	1.831461000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5068	Apr 25, 2006 05:58:56.456046000 CDT	1.831681000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5069	Apr 25, 2006 05:58:56.456272000 CDT	1.831907000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5070	Apr 25, 2006 05:58:56.456500000 CDT	1.832135000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5071	Apr 25, 2006 05:58:56.456716000 CDT	1.832351000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5072	Apr 25, 2006 05:58:56.456935000 CDT	1.832570000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5073	Apr 25, 2006 05:58:56.457157000 CDT	1.832792000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5074	Apr 25, 2006 05:58:56.457376000 CDT	1.833011000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5075	Apr 25, 2006 05:58:56.457596000 CDT	1.833231000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5076	Apr 25, 2006 05:58:56.464351000 CDT	1.839986000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5077	Apr 25, 2006 05:58:56.464496000 CDT	1.840131000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5078	Apr 25, 2006 05:58:56.464638000 CDT	1.840273000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5079	Apr 25, 2006 05:58:56.464802000 CDT	1.840437000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5080	Apr 25, 2006 05:58:56.464992000 CDT	1.840627000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5081	Apr 25, 2006 05:58:56.465195000 CDT	1.840830000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5082	Apr 25, 2006 05:58:56.465387000 CDT	1.841022000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5083	Apr 25, 2006 05:58:56.465547000 CDT	1.841182000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5084	Apr 25, 2006 05:58:56.465727000 CDT	1.841362000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5085	Apr 25, 2006 05:58:56.465942000 CDT	1.841577000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5086	Apr 25, 2006 05:58:56.466136000 CDT	1.841771000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5087	Apr 25, 2006 05:58:56.466323000 CDT	1.841958000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5088	Apr 25, 2006 05:58:56.466519000 CDT	1.842154000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5089	Apr 25, 2006 05:58:56.466711000 CDT	1.842346000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5090	Apr 25, 2006 05:58:56.466913000 CDT	1.842548000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5091	Apr 25, 2006 05:58:56.467045000 CDT	1.842680000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5092	Apr 25, 2006 05:58:56.467213000 CDT	1.842848000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5093	Apr 25, 2006 05:58:56.467427000 CDT	1.843062000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5094	Apr 25, 2006 05:58:56.467637000 CDT	1.843272000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5095	Apr 25, 2006 05:58:56.467833000 CDT	1.843468000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5096	Apr 25, 2006 05:58:56.468031000 CDT	1.843666000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5097	Apr 25, 2006 05:58:56.468217000 CDT	1.843852000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5098	Apr 25, 2006 05:58:56.468403000 CDT	1.844038000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5099	Apr 25, 2006 05:58:56.468609000 CDT	1.844244000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5100	Apr 25, 2006 05:58:56.468822000 CDT	1.844457000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5101	Apr 25, 2006 05:58:56.469024000 CDT	1.844659000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5102	Apr 25, 2006 05:58:56.469211000 CDT	1.844846000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5103	Apr 25, 2006 05:58:56.469426000 CDT	1.845061000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5104	Apr 25, 2006 05:58:56.469614000 CDT	1.845249000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5105	Apr 25, 2006 05:58:56.469810000 CDT	1.845445000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5106	Apr 25, 2006 05:58:56.469989000 CDT	1.845624000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5107	Apr 25, 2006 05:58:56.470202000 CDT	1.845837000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5108	Apr 25, 2006 05:58:56.470427000 CDT	1.846062000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5109	Apr 25, 2006 05:58:56.470647000 CDT	1.846282000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5110	Apr 25, 2006 05:58:56.470872000 CDT	1.846507000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5111	Apr 25, 2006 05:58:56.471091000 CDT	1.846726000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5112	Apr 25, 2006 05:58:56.471312000 CDT	1.846947000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5113	Apr 25, 2006 05:58:56.471532000 CDT	1.847167000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5114	Apr 25, 2006 05:58:56.471743000 CDT	1.847378000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5115	Apr 25, 2006 05:58:56.471964000 CDT	1.847599000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5116	Apr 25, 2006 05:58:56.472183000 CDT	1.847818000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5117	Apr 25, 2006 05:58:56.484376000 CDT	1.860011000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5118	Apr 25, 2006 05:58:56.484546000 CDT	1.860181000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5119	Apr 25, 2006 05:58:56.484691000 CDT	1.860326000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5120	Apr 25, 2006 05:58:56.484828000 CDT	1.860463000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5121	Apr 25, 2006 05:58:56.485008000 CDT	1.860643000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5122	Apr 25, 2006 05:58:56.485208000 CDT	1.860843000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5123	Apr 25, 2006 05:58:56.485415000 CDT	1.861050000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5124	Apr 25, 2006 05:58:56.485581000 CDT	1.861216000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5125	Apr 25, 2006 05:58:56.485778000 CDT	1.861413000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5126	Apr 25, 2006 05:58:56.485973000 CDT	1.861608000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5127	Apr 25, 2006 05:58:56.486170000 CDT	1.861805000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5128	Apr 25, 2006 05:58:56.486324000 CDT	1.861959000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5129	Apr 25, 2006 05:58:56.486512000 CDT	1.862147000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5130	Apr 25, 2006 05:58:56.486711000 CDT	1.862346000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5131	Apr 25, 2006 05:58:56.486903000 CDT	1.862538000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5132	Apr 25, 2006 05:58:56.487048000 CDT	1.862683000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5133	Apr 25, 2006 05:58:56.487254000 CDT	1.862889000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5134	Apr 25, 2006 05:58:56.487474000 CDT	1.863109000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5135	Apr 25, 2006 05:58:56.487693000 CDT	1.863328000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5136	Apr 25, 2006 05:58:56.487913000 CDT	1.863548000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5137	Apr 25, 2006 05:58:56.488134000 CDT	1.863769000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5138	Apr 25, 2006 05:58:56.488355000 CDT	1.863990000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5139	Apr 25, 2006 05:58:56.488575000 CDT	1.864210000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5140	Apr 25, 2006 05:58:56.488794000 CDT	1.864429000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5141	Apr 25, 2006 05:58:56.489015000 CDT	1.864650000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5142	Apr 25, 2006 05:58:56.489235000 CDT	1.864870000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5143	Apr 25, 2006 05:58:56.489454000 CDT	1.865089000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5144	Apr 25, 2006 05:58:56.489674000 CDT	1.865309000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5145	Apr 25, 2006 05:58:56.489894000 CDT	1.865529000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5146	Apr 25, 2006 05:58:56.490113000 CDT	1.865748000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5147	Apr 25, 2006 05:58:56.490235000 CDT	1.865870000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5148	Apr 25, 2006 05:58:56.490398000 CDT	1.866033000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5149	Apr 25, 2006 05:58:56.490614000 CDT	1.866249000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5150	Apr 25, 2006 05:58:56.490834000 CDT	1.866469000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5151	Apr 25, 2006 05:58:56.491054000 CDT	1.866689000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5152	Apr 25, 2006 05:58:56.491273000 CDT	1.866908000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5153	Apr 25, 2006 05:58:56.491493000 CDT	1.867128000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5154	Apr 25, 2006 05:58:56.491709000 CDT	1.867344000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5155	Apr 25, 2006 05:58:56.491929000 CDT	1.867564000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5156	Apr 25, 2006 05:58:56.492148000 CDT	1.867783000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5157	Apr 25, 2006 05:58:56.492365000 CDT	1.868000000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5158	Apr 25, 2006 05:58:56.492585000 CDT	1.868220000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5159	Apr 25, 2006 05:58:56.492805000 CDT	1.868440000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5160	Apr 25, 2006 05:58:56.493025000 CDT	1.868660000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5161	Apr 25, 2006 05:58:56.493244000 CDT	1.868879000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5162	Apr 25, 2006 05:58:56.493384000 CDT	1.869019000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5163	Apr 25, 2006 05:58:56.493600000 CDT	1.869235000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5164	Apr 25, 2006 05:58:56.493821000 CDT	1.869456000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5165	Apr 25, 2006 05:58:56.494040000 CDT	1.869675000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5166	Apr 25, 2006 05:58:56.494242000 CDT	1.869877000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5167	Apr 25, 2006 05:58:56.494466000 CDT	1.870101000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5168	Apr 25, 2006 05:58:56.494692000 CDT	1.870327000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5169	Apr 25, 2006 05:58:56.494911000 CDT	1.870546000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5170	Apr 25, 2006 05:58:56.495132000 CDT	1.870767000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5171	Apr 25, 2006 05:58:56.495351000 CDT	1.870986000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5172	Apr 25, 2006 05:58:56.495556000 CDT	1.871191000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5173	Apr 25, 2006 05:58:56.495755000 CDT	1.871390000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5174	Apr 25, 2006 05:58:56.495939000 CDT	1.871574000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5175	Apr 25, 2006 05:58:56.496119000 CDT	1.871754000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5176	Apr 25, 2006 05:58:56.496322000 CDT	1.871957000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5177	Apr 25, 2006 05:58:56.496446000 CDT	1.872081000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5178	Apr 25, 2006 05:58:56.496621000 CDT	1.872256000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5179	Apr 25, 2006 05:58:56.496813000 CDT	1.872448000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5180	Apr 25, 2006 05:58:56.497013000 CDT	1.872648000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5181	Apr 25, 2006 05:58:56.497209000 CDT	1.872844000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5182	Apr 25, 2006 05:58:56.497388000 CDT	1.873023000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5183	Apr 25, 2006 05:58:56.497585000 CDT	1.873220000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5184	Apr 25, 2006 05:58:56.497805000 CDT	1.873440000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5185	Apr 25, 2006 05:58:56.498039000 CDT	1.873674000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5186	Apr 25, 2006 05:58:56.498215000 CDT	1.873850000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5187	Apr 25, 2006 05:58:56.504388000 CDT	1.880023000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5188	Apr 25, 2006 05:58:56.504563000 CDT	1.880198000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5189	Apr 25, 2006 05:58:56.504729000 CDT	1.880364000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5190	Apr 25, 2006 05:58:56.504928000 CDT	1.880563000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5191	Apr 25, 2006 05:58:56.505119000 CDT	1.880754000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5192	Apr 25, 2006 05:58:56.505322000 CDT	1.880957000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5193	Apr 25, 2006 05:58:56.505470000 CDT	1.881105000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5194	Apr 25, 2006 05:58:56.505627000 CDT	1.881262000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5195	Apr 25, 2006 05:58:56.505844000 CDT	1.881479000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5196	Apr 25, 2006 05:58:56.506056000 CDT	1.881691000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5197	Apr 25, 2006 05:58:56.506233000 CDT	1.881868000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5198	Apr 25, 2006 05:58:56.506421000 CDT	1.882056000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5199	Apr 25, 2006 05:58:56.506608000 CDT	1.882243000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5200	Apr 25, 2006 05:58:56.506785000 CDT	1.882420000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5201	Apr 25, 2006 05:58:56.506994000 CDT	1.882629000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5202	Apr 25, 2006 05:58:56.507138000 CDT	1.882773000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5203	Apr 25, 2006 05:58:56.507298000 CDT	1.882933000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5204	Apr 25, 2006 05:58:56.507485000 CDT	1.883120000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5205	Apr 25, 2006 05:58:56.507705000 CDT	1.883340000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5206	Apr 25, 2006 05:58:56.507929000 CDT	1.883564000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5207	Apr 25, 2006 05:58:56.508150000 CDT	1.883785000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5208	Apr 25, 2006 05:58:56.508374000 CDT	1.884009000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5209	Apr 25, 2006 05:58:56.508595000 CDT	1.884230000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5210	Apr 25, 2006 05:58:56.508815000 CDT	1.884450000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5211	Apr 25, 2006 05:58:56.509034000 CDT	1.884669000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5212	Apr 25, 2006 05:58:56.509255000 CDT	1.884890000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5213	Apr 25, 2006 05:58:56.509479000 CDT	1.885114000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5214	Apr 25, 2006 05:58:56.509700000 CDT	1.885335000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5215	Apr 25, 2006 05:58:56.509919000 CDT	1.885554000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5216	Apr 25, 2006 05:58:56.510149000 CDT	1.885784000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5217	Apr 25, 2006 05:58:56.510270000 CDT	1.885905000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5218	Apr 25, 2006 05:58:56.510477000 CDT	1.886112000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5219	Apr 25, 2006 05:58:56.510693000 CDT	1.886328000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5220	Apr 25, 2006 05:58:56.510912000 CDT	1.886547000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5221	Apr 25, 2006 05:58:56.511128000 CDT	1.886763000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5222	Apr 25, 2006 05:58:56.511353000 CDT	1.886988000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5223	Apr 25, 2006 05:58:56.511569000 CDT	1.887204000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5224	Apr 25, 2006 05:58:56.511776000 CDT	1.887411000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5225	Apr 25, 2006 05:58:56.511988000 CDT	1.887623000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5226	Apr 25, 2006 05:58:56.512148000 CDT	1.887783000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5227	Apr 25, 2006 05:58:56.512340000 CDT	1.887975000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5228	Apr 25, 2006 05:58:56.524385000 CDT	1.900020000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5229	Apr 25, 2006 05:58:56.524578000 CDT	1.900213000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5230	Apr 25, 2006 05:58:56.524794000 CDT	1.900429000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5231	Apr 25, 2006 05:58:56.525015000 CDT	1.900650000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5232	Apr 25, 2006 05:58:56.525238000 CDT	1.900873000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5233	Apr 25, 2006 05:58:56.525459000 CDT	1.901094000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5234	Apr 25, 2006 05:58:56.525679000 CDT	1.901314000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5235	Apr 25, 2006 05:58:56.525900000 CDT	1.901535000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5236	Apr 25, 2006 05:58:56.526116000 CDT	1.901751000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5237	Apr 25, 2006 05:58:56.526344000 CDT	1.901979000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5238	Apr 25, 2006 05:58:56.526565000 CDT	1.902200000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5239	Apr 25, 2006 05:58:56.526784000 CDT	1.902419000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5240	Apr 25, 2006 05:58:56.527004000 CDT	1.902639000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5241	Apr 25, 2006 05:58:56.527223000 CDT	1.902858000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5242	Apr 25, 2006 05:58:56.527447000 CDT	1.903082000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5243	Apr 25, 2006 05:58:56.527587000 CDT	1.903222000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5244	Apr 25, 2006 05:58:56.527790000 CDT	1.903425000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5245	Apr 25, 2006 05:58:56.528011000 CDT	1.903646000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5246	Apr 25, 2006 05:58:56.528230000 CDT	1.903865000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5247	Apr 25, 2006 05:58:56.528450000 CDT	1.904085000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5248	Apr 25, 2006 05:58:56.528666000 CDT	1.904301000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5249	Apr 25, 2006 05:58:56.528856000 CDT	1.904491000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5250	Apr 25, 2006 05:58:56.529051000 CDT	1.904686000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5251	Apr 25, 2006 05:58:56.529234000 CDT	1.904869000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5252	Apr 25, 2006 05:58:56.529434000 CDT	1.905069000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5253	Apr 25, 2006 05:58:56.529606000 CDT	1.905241000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5254	Apr 25, 2006 05:58:56.529766000 CDT	1.905401000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5255	Apr 25, 2006 05:58:56.529981000 CDT	1.905616000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5256	Apr 25, 2006 05:58:56.530149000 CDT	1.905784000	17	192.168.62.121	32921		227.111.1.5	12345		1358
5257	Apr 25, 2006 05:58:56.530335000 CDT	1.905970000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5258	Apr 25, 2006 05:58:56.530450000 CDT	1.906085000	17	192.168.62.121	32916		227.111.1.2	12345		1358
5259	Apr 25, 2006 05:58:56.530593000 CDT	1.906228000	17	192.168.62.121	32915		227.111.1.1	12345		1358
5260	Apr 25, 2006 05:58:56.530759000 CDT	1.906394000	17	192.168.62.121	32920		227.111.1.4	12345		1358
5261	Apr 25, 2006 05:58:56.530915000 CDT	1.906550000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5262	Apr 25, 2006 05:58:56.531104000 CDT	1.906739000	17	192.168.62.121	32923		227.111.1.6	12345		1358
5263	Apr 25, 2006 05:58:56.531300000 CDT	1.906935000	17	192.168.62.121	32917		227.111.1.3	12345		1358
5264	Apr 25, 2006 05:58:56.531514000 CDT	1.907149000	17	192.168.62.121	32921		227.111.1.5	12345		1358
